Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,PerformanceRating,YearsAtCompany,YearsInCurrentRole,MonthlyIncome
37,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,6,5,6447
49,No,Travel_Rarely,Research & Development,18,Life Sciences,Male,Research Director,3,31,9,19502
24,No,Travel_Rarely,Research & Development,23,Medical,Male,Research Scientist,3,6,5,2725
24,No,Travel_Rarely,Research & Development,17,Other,Male,Laboratory Technician,4,1,0,2127
50,No,Travel_Frequently,Human Resources,3,Medical,Male,Manager,3,32,5,18200
25,No,Travel_Rarely,Sales,13,Medical,Male,Sales Representative,3,7,4,2096
34,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,3,6,5,3622
35,No,Travel_Rarely,Research & Development,25,Other,Male,Laboratory Technician,3,3,2,3681
31,No,Travel_Rarely,Sales,6,Medical,Male,Sales Executive,4,7,7,5460
27,No,Travel_Rarely,Research & Development,6,Medical,Female,Research Scientist,3,5,3,2187
20,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,3,1,0,2836
43,No,Travel_Rarely,Research & Development,6,Other,Male,Research Director,3,1,0,16627
38,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,3,0,0,2619
43,No,Travel_Frequently,Research & Development,9,Medical,Male,Laboratory Technician,3,8,7,5679
48,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Manager,3,3,2,15402
21,No,Travel_Rarely,Sales,22,Technical Degree,Male,Sales Representative,3,3,2,3447
44,No,Travel_Rarely,Research & Development,3,Other,Male,Manager,3,2,2,19513
33,No,Travel_Rarely,Sales,8,Marketing,Male,Sales Executive,3,5,0,7104
32,No,Travel_Rarely,Research & Development,9,Life Sciences,Female,Research Scientist,3,6,4,6322
30,No,Travel_Frequently,Research & Development,3,Medical,Female,Research Scientist,4,1,0,2083
53,No,Travel_Rarely,Sales,1,Medical,Female,Sales Executive,4,14,7,8381
34,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,3,10,9,2691
37,No,Travel_Rarely,Research & Development,3,Other,Male,Manufacturing Director,3,10,7,9434
35,No,Travel_Rarely,Research & Development,6,Life Sciences,Male,Research Scientist,3,17,11,6646
33,No,Travel_Frequently,Research & Development,6,Life Sciences,Male,Healthcare Representative,4,13,11,7725
27,No,Travel_Rarely,Research & Development,3,Medical,Male,Research Scientist,3,4,2,2045
23,No,Travel_Rarely,Research & Development,4,Medical,Male,Research Scientist,3,3,2,2819
25,No,Travel_Rarely,Sales,8,Life Sciences,Male,Sales Executive,4,3,2,4851
29,No,Travel_Frequently,Research & Development,1,Life Sciences,Male,Research Scientist,3,10,7,2720
48,No,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,3,2,2,8120
27,No,Travel_Frequently,Sales,3,Medical,Female,Sales Executive,4,6,5,4647
37,No,Travel_Rarely,Research & Development,10,Life Sciences,Male,Research Scientist,3,1,0,4680
50,No,Travel_Rarely,Research & Development,28,Medical,Male,Laboratory Technician,3,20,8,3221
39,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,Healthcare Representative,3,20,7,4553
32,No,Travel_Rarely,Sales,10,Marketing,Male,Sales Executive,3,10,7,5396
38,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Healthcare Representative,3,9,7,7625
27,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,9,7,7412
32,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,Research Director,3,7,7,11159
47,No,Travel_Rarely,Sales,14,Marketing,Male,Sales Executive,3,7,7,4960
40,No,Travel_Frequently,Sales,5,Life Sciences,Male,Sales Executive,4,18,13,10475
53,No,Travel_Rarely,Research & Development,7,Life Sciences,Male,Research Director,3,5,1,14814
41,No,Travel_Rarely,Human Resources,10,Human Resources,Male,Manager,3,21,6,19141
60,No,Travel_Rarely,Sales,16,Marketing,Male,Sales Executive,3,2,2,5405
41,No,Travel_Rarely,Human Resources,1,Human Resources,Male,Manager,3,22,7,19189
50,No,Travel_Rarely,Sales,8,Marketing,Male,Sales Representative,3,2,2,3875
36,No,Non-Travel,Research & Development,8,Life Sciences,Female,Research Director,3,8,7,11713
30,No,Travel_Rarely,Sales,27,Marketing,Male,Sales Executive,4,8,7,5304
29,No,Travel_Rarely,Sales,10,Life Sciences,Male,Sales Representative,3,1,0,2642
23,No,Travel_Rarely,Research & Development,9,Medical,Male,Laboratory Technician,3,4,3,2500
56,No,Travel_Rarely,Research & Development,9,Medical,Male,Healthcare Representative,3,10,7,11103
40,No,Travel_Rarely,Research & Development,2,Medical,Female,Research Scientist,4,4,2,2342
29,No,Travel_Rarely,Sales,10,Marketing,Male,Sales Representative,3,2,2,2297
35,No,Non-Travel,Research & Development,2,Life Sciences,Female,Healthcare Representative,3,1,0,5093
38,No,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,3,1,0,3057
34,No,Travel_Rarely,Research & Development,8,Life Sciences,Female,Manufacturing Director,3,0,0,5121
23,No,Travel_Rarely,Research & Development,10,Medical,Male,Research Scientist,3,2,2,3505
34,No,Travel_Rarely,Sales,2,Other,Male,Sales Executive,4,6,5,6274
36,No,Non-Travel,Sales,8,Life Sciences,Male,Sales Executive,3,10,7,7587
26,No,Travel_Frequently,Research & Development,1,Life Sciences,Female,Laboratory Technician,3,2,2,4364
34,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,3,4,2,3280
37,No,Travel_Rarely,Research & Development,10,Life Sciences,Female,Research Scientist,3,5,3,2782
38,No,Travel_Frequently,Research & Development,2,Life Sciences,Female,Manufacturing Director,3,15,7,5980
35,No,Travel_Rarely,Sales,8,Life Sciences,Female,Sales Representative,3,3,2,2572
30,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Laboratory Technician,4,2,2,3833
40,No,Travel_Frequently,Research & Development,2,Medical,Female,Healthcare Representative,4,8,7,4244
34,No,Travel_Rarely,Sales,8,Life Sciences,Female,Sales Executive,3,3,2,6500
42,No,Travel_Frequently,Research & Development,8,Life Sciences,Male,Manager,3,24,7,18430
24,No,Non-Travel,Research & Development,9,Life Sciences,Male,Laboratory Technician,3,1,0,2694
50,No,Travel_Rarely,Research & Development,2,Medical,Male,Research Director,3,4,3,17639
47,No,Travel_Rarely,Research & Development,2,Other,Female,Manager,3,26,14,16752
36,No,Travel_Rarely,Research & Development,1,Other,Female,Manufacturing Director,3,9,7,5228
29,No,Travel_Rarely,Research & Development,23,Life Sciences,Male,Research Scientist,4,10,7,2700
35,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,3,2,2,2506
42,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,4,3,6062
36,No,Travel_Rarely,Human Resources,13,Human Resources,Male,Human Resources,3,5,2,2143
32,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,Manufacturing Director,3,14,13,6162
40,No,Travel_Frequently,Research & Development,16,Medical,Male,Laboratory Technician,3,1,0,5094
30,No,Travel_Rarely,Research & Development,2,Medical,Female,Manufacturing Director,4,0,0,6877
45,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,Research Scientist,3,1,0,2274
42,No,Travel_Rarely,Research & Development,29,Life Sciences,Male,Manufacturing Director,3,9,8,4434
38,No,Travel_Frequently,Research & Development,12,Life Sciences,Male,Healthcare Representative,3,4,3,6288
34,No,Travel_Frequently,Research & Development,16,Life Sciences,Female,Research Scientist,3,5,2,2553
43,No,Travel_Rarely,Research & Development,14,Life Sciences,Male,Research Director,4,4,1,17159
27,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,Research Director,3,9,8,12808
35,No,Travel_Rarely,Research & Development,7,Other,Male,Manufacturing Director,4,8,5,10221
28,No,Travel_Rarely,Sales,2,Marketing,Female,Sales Executive,4,8,7,4779
34,No,Travel_Rarely,Human Resources,3,Human Resources,Male,Human Resources,3,3,2,3737
27,No,Non-Travel,Research & Development,3,Medical,Male,Research Scientist,3,0,0,1706
51,No,Travel_Rarely,Sales,26,Marketing,Female,Manager,3,20,6,16307
44,No,Travel_Rarely,Research & Development,4,Medical,Male,Healthcare Representative,3,5,2,5933
25,No,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,3,4,3,3424
33,No,Travel_Rarely,Sales,1,Medical,Male,Sales Executive,4,9,8,4037
32,No,Travel_Rarely,Sales,13,Life Sciences,Male,Sales Executive,3,5,2,4403
30,No,Travel_Frequently,Research & Development,5,Life Sciences,Male,Research Scientist,3,5,4,3761
53,No,Travel_Rarely,Sales,7,Marketing,Female,Sales Executive,3,5,2,10934
52,No,Travel_Frequently,Research & Development,25,Medical,Female,Manufacturing Director,4,9,8,13826
37,No,Travel_Rarely,Sales,16,Marketing,Male,Sales Executive,3,1,0,6334
28,No,Travel_Rarely,Human Resources,8,Medical,Male,Human Resources,3,5,1,4936
22,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Manufacturing Director,4,2,2,4775
44,No,Travel_Rarely,Research & Development,8,Life Sciences,Male,Laboratory Technician,4,3,2,2818
42,No,Travel_Frequently,Research & Development,2,Medical,Male,Research Scientist,3,2,1,2515
36,No,Travel_Rarely,Human Resources,8,Life Sciences,Male,Human Resources,4,5,4,2342
25,No,Travel_Rarely,Sales,3,Other,Male,Sales Executive,3,5,3,4194
32,No,Non-Travel,Research & Development,1,Life Sciences,Male,Laboratory Technician,3,3,0,2314
25,No,Travel_Rarely,Sales,4,Marketing,Male,Sales Executive,3,5,2,4256
49,No,Travel_Rarely,Research & Development,1,Technical Degree,Female,Research Scientist,3,4,2,3580
38,No,Travel_Rarely,Sales,9,Marketing,Male,Sales Representative,3,2,2,2899
42,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,Laboratory Technician,3,5,3,5231
53,No,Travel_Rarely,Sales,8,Marketing,Male,Sales Executive,3,2,0,11836
35,No,Travel_Rarely,Research & Development,25,Technical Degree,Male,Manufacturing Director,3,13,10,10903
53,No,Travel_Rarely,Research & Development,23,Life Sciences,Female,Research Director,3,12,9,14275
43,No,Travel_Frequently,Research & Development,1,Life Sciences,Female,Healthcare Representative,3,5,2,5562
47,No,Travel_Rarely,Sales,2,Marketing,Female,Sales Executive,4,7,6,4537
37,No,Non-Travel,Sales,19,Medical,Male,Sales Executive,3,10,0,7642
50,No,Non-Travel,Research & Development,2,Life Sciences,Male,Manager,3,31,6,17924
39,No,Travel_Rarely,Human Resources,2,Life Sciences,Female,Human Resources,3,5,4,5204
33,No,Travel_Rarely,Human Resources,3,Human Resources,Male,Human Resources,3,4,3,2277
44,No,Travel_Rarely,Research & Development,9,Life Sciences,Male,Research Scientist,3,8,7,2559
43,No,Travel_Rarely,Research & Development,8,Life Sciences,Female,Manufacturing Director,4,1,0,4765
36,No,Travel_Rarely,Research & Development,14,Life Sciences,Male,Healthcare Representative,3,16,8,6586
47,No,Travel_Rarely,Sales,2,Life Sciences,Female,Sales Representative,3,3,2,3294
28,No,Travel_Rarely,Research & Development,9,Medical,Female,Research Scientist,3,2,2,2377
33,No,Travel_Rarely,Research & Development,1,Other,Male,Research Scientist,3,3,2,2799
58,No,Travel_Rarely,Research & Development,5,Technical Degree,Female,Healthcare Representative,3,6,0,10552
49,No,Travel_Rarely,Research & Development,8,Other,Female,Laboratory Technician,3,26,9,7403
31,No,Non-Travel,Sales,20,Marketing,Female,Sales Executive,3,9,8,6932
36,No,Travel_Rarely,Research & Development,7,Other,Male,Research Scientist,3,6,2,4678
38,No,Travel_Rarely,Research & Development,1,Technical Degree,Female,Research Director,3,15,12,13582
32,No,Non-Travel,Research & Development,1,Life Sciences,Female,Laboratory Technician,4,3,0,2332
40,No,Travel_Rarely,Sales,10,Marketing,Male,Sales Executive,3,1,0,9705
26,No,Travel_Frequently,Sales,1,Medical,Male,Sales Executive,3,7,7,4294
41,No,Travel_Rarely,Research & Development,6,Medical,Male,Laboratory Technician,3,18,13,4721
36,No,Travel_Rarely,Research & Development,2,Medical,Male,Laboratory Technician,4,11,8,2519
31,No,Travel_Rarely,Research & Development,12,Medical,Female,Healthcare Representative,3,9,7,5855
40,No,Travel_Frequently,Research & Development,9,Medical,Male,Research Scientist,3,1,1,3617
33,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Healthcare Representative,3,5,0,6949
35,No,Travel_Rarely,Sales,18,Medical,Female,Sales Executive,3,5,2,4601
52,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Manager,3,9,8,17099
53,No,Travel_Rarely,Sales,2,Medical,Male,Manager,3,17,13,14852
35,No,Travel_Rarely,Sales,3,Life Sciences,Male,Sales Executive,3,10,9,7823
39,No,Travel_Rarely,Sales,2,Life Sciences,Male,Sales Executive,3,8,7,7880
47,No,Travel_Frequently,Research & Development,16,Medical,Male,Manufacturing Director,3,19,10,5067
33,No,Non-Travel,Sales,17,Life Sciences,Male,Manager,3,10,8,17444
33,No,Travel_Rarely,Research & Development,13,Life Sciences,Female,Research Scientist,3,3,2,3452
50,No,Travel_Rarely,Research & Development,1,Medical,Male,Research Director,4,5,4,17399
33,No,Travel_Frequently,Research & Development,1,Other,Female,Healthcare Representative,3,6,5,5488
41,No,Travel_Frequently,Research & Development,9,Medical,Male,Research Director,3,18,16,19419
45,No,Non-Travel,Research & Development,23,Life Sciences,Male,Laboratory Technician,3,9,8,3633
47,No,Travel_Rarely,Sales,4,Life Sciences,Female,Sales Executive,3,9,0,4163
50,No,Travel_Rarely,Research & Development,24,Life Sciences,Male,Manufacturing Director,3,12,11,13973
38,No,Travel_Frequently,Research & Development,10,Medical,Male,Research Scientist,3,2,1,2684
24,No,Travel_Rarely,Research & Development,17,Medical,Female,Manufacturing Director,3,4,2,4377
31,No,Travel_Frequently,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,4,3,4148
54,No,Travel_Rarely,Research & Development,17,Technical Degree,Female,Manufacturing Director,3,10,7,10739
35,No,Travel_Rarely,Research & Development,25,Medical,Female,Healthcare Representative,3,16,10,10388
30,No,Travel_Rarely,Research & Development,8,Life Sciences,Female,Research Director,3,8,7,11416
26,No,Travel_Rarely,Research & Development,2,Medical,Male,Manufacturing Director,3,8,7,5472
22,No,Travel_Rarely,Research & Development,8,Life Sciences,Male,Laboratory Technician,3,4,3,2451
48,No,Travel_Rarely,Research & Development,6,Life Sciences,Male,Healthcare Representative,3,2,2,4240
48,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,Healthcare Representative,3,15,11,10999
39,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,21,6,12742
27,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,Manufacturing Director,3,3,2,4227
35,No,Travel_Rarely,Research & Development,10,Other,Male,Laboratory Technician,4,3,2,3917
59,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,Manufacturing Director,3,5,3,13726
55,No,Travel_Frequently,Research & Development,18,Medical,Male,Healthcare Representative,3,8,7,6385
41,No,Non-Travel,Research & Development,7,Life Sciences,Female,Research Director,4,21,16,19973
38,No,Travel_Rarely,Sales,3,Life Sciences,Male,Sales Executive,3,1,0,6861
44,No,Travel_Rarely,Sales,28,Medical,Female,Sales Executive,3,12,11,13320
50,No,Non-Travel,Sales,1,Life Sciences,Female,Sales Executive,3,18,7,6347
39,No,Travel_Frequently,Research & Development,22,Medical,Female,Manufacturing Director,3,21,6,10880
33,No,Non-Travel,Sales,8,Life Sciences,Female,Sales Representative,3,2,2,2342
45,No,Travel_Rarely,Sales,11,Life Sciences,Female,Manager,3,9,3,17650
32,No,Non-Travel,Research & Development,29,Medical,Female,Laboratory Technician,3,8,7,4025
34,No,Travel_Rarely,Sales,1,Marketing,Male,Sales Executive,3,15,1,9725
59,No,Travel_Rarely,Sales,1,Technical Degree,Male,Manager,3,6,4,11904
45,No,Travel_Rarely,Human Resources,24,Medical,Male,Human Resources,3,6,3,2177
53,No,Travel_Frequently,Sales,2,Marketing,Female,Sales Executive,3,15,7,7525
34,No,Travel_Rarely,Sales,10,Life Sciences,Female,Sales Representative,3,1,1,2220
50,No,Travel_Rarely,Research & Development,2,Medical,Male,Research Director,3,8,1,19237
37,No,Travel_Rarely,Research & Development,3,Other,Female,Healthcare Representative,3,4,3,4107
40,No,Travel_Rarely,Sales,26,Marketing,Male,Sales Executive,3,7,7,8396
26,No,Travel_Frequently,Research & Development,1,Medical,Female,Research Scientist,3,5,3,2007
46,No,Travel_Rarely,Research & Development,1,Medical,Male,Research Director,3,2,2,19627
56,No,Travel_Frequently,Research & Development,9,Medical,Female,Research Scientist,3,5,4,2942
36,No,Travel_Rarely,Research & Development,12,Medical,Female,Manufacturing Director,3,14,8,8858
55,No,Non-Travel,Research & Development,2,Medical,Male,Manager,3,9,7,16756
43,No,Travel_Rarely,Sales,25,Medical,Male,Sales Executive,3,1,0,10798
46,No,Travel_Rarely,Research & Development,8,Life Sciences,Female,Research Scientist,4,16,13,4615
26,No,Travel_Rarely,Research & Development,1,Medical,Male,Laboratory Technician,3,5,3,3955
30,No,Travel_Rarely,Research & Development,20,Other,Male,Manufacturing Director,3,6,2,9957
41,No,Travel_Rarely,Research & Development,7,Technical Degree,Female,Research Scientist,3,10,6,3376
38,No,Travel_Rarely,Research & Development,17,Life Sciences,Female,Healthcare Representative,3,19,9,8823
40,No,Travel_Rarely,Research & Development,20,Technical Degree,Male,Healthcare Representative,4,11,10,10322
27,No,Non-Travel,Research & Development,8,Life Sciences,Male,Laboratory Technician,3,3,2,4621
28,No,Travel_Rarely,Research & Development,10,Other,Female,Research Scientist,3,8,7,3660
28,No,Travel_Rarely,Research & Development,15,Life Sciences,Male,Laboratory Technician,3,4,2,2207
34,No,Travel_Frequently,Research & Development,3,Life Sciences,Male,Healthcare Representative,3,6,2,7756
42,No,Travel_Rarely,Research & Development,2,Medical,Male,Manager,3,22,6,17665
33,No,Travel_Frequently,Sales,7,Life Sciences,Female,Sales Executive,3,3,2,4302
34,No,Non-Travel,Research & Development,3,Life Sciences,Male,Research Scientist,3,0,0,2979
48,No,Non-Travel,Research & Development,1,Medical,Male,Manager,4,5,4,16885
45,No,Non-Travel,Sales,9,Life Sciences,Female,Sales Executive,3,15,10,5593
38,No,Travel_Rarely,Sales,10,Marketing,Male,Sales Executive,3,8,7,8740
29,No,Travel_Rarely,Research & Development,28,Life Sciences,Female,Research Scientist,4,7,5,2514
46,No,Travel_Rarely,Sales,3,Marketing,Male,Manager,3,12,9,17465
36,No,Non-Travel,Research & Development,18,Life Sciences,Male,Manufacturing Director,4,11,9,7779
31,No,Travel_Frequently,Sales,20,Life Sciences,Male,Sales Representative,3,2,2,2791
35,No,Travel_Frequently,Sales,11,Marketing,Male,Sales Executive,3,5,2,4968
49,No,Travel_Rarely,Sales,8,Technical Degree,Male,Sales Executive,3,9,8,13120
29,No,Travel_Frequently,Research & Development,10,Life Sciences,Female,Research Scientist,3,7,5,3291
29,No,Travel_Rarely,Research & Development,8,Medical,Male,Manufacturing Director,3,10,7,5056
38,No,Travel_Rarely,Human Resources,1,Human Resources,Male,Human Resources,3,7,6,2844
28,No,Travel_Frequently,Research & Development,6,Life Sciences,Male,Research Scientist,3,3,1,2703
41,No,Travel_Rarely,Research & Development,12,Life Sciences,Male,Laboratory Technician,3,1,0,4766
27,No,Travel_Rarely,Research & Development,6,Life Sciences,Male,Research Scientist,3,4,2,2539
34,No,Travel_Rarely,Sales,9,Life Sciences,Female,Sales Executive,4,6,5,5714
35,No,Travel_Rarely,Human Resources,8,Technical Degree,Male,Human Resources,3,5,4,4323
40,No,Travel_Frequently,Research & Development,9,Medical,Female,Research Director,3,18,7,13499
42,No,Travel_Rarely,Sales,4,Marketing,Male,Sales Executive,3,6,4,5155
35,No,Travel_Rarely,Research & Development,1,Medical,Male,Laboratory Technician,3,8,0,2258
24,No,Travel_Rarely,Research & Development,24,Medical,Male,Laboratory Technician,4,4,3,3597
26,No,Travel_Rarely,Research & Development,3,Medical,Male,Laboratory Technician,4,8,7,4420
30,No,Travel_Rarely,Sales,10,Marketing,Male,Sales Executive,3,10,3,6578
40,No,Travel_Frequently,Research & Development,26,Medical,Female,Research Scientist,3,1,1,4422
35,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,Manufacturing Director,3,7,7,10274
34,No,Travel_Frequently,Research & Development,1,Medical,Male,Healthcare Representative,4,13,9,5343
56,No,Travel_Rarely,Research & Development,4,Technical Degree,Female,Manager,3,5,2,19943
29,No,Travel_Rarely,Research & Development,6,Medical,Female,Laboratory Technician,3,10,8,3131
45,No,Travel_Rarely,Research & Development,7,Medical,Female,Research Scientist,3,3,2,4477
37,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,14,8,6474
53,No,Travel_Rarely,Research & Development,7,Medical,Female,Manager,3,7,7,18606
29,No,Travel_Rarely,Research & Development,15,Life Sciences,Female,Research Scientist,3,5,4,2168
46,No,Travel_Rarely,Sales,2,Marketing,Female,Manager,4,26,15,17048
44,No,Non-Travel,Research & Development,17,Life Sciences,Male,Research Scientist,3,0,0,2290
30,No,Travel_Rarely,Sales,29,Life Sciences,Male,Sales Executive,3,4,3,4115
40,No,Travel_Frequently,Sales,2,Medical,Male,Sales Executive,3,0,0,4327
50,No,Travel_Frequently,Research & Development,2,Medical,Female,Manager,4,2,2,17856
28,No,Travel_Rarely,Research & Development,19,Medical,Male,Laboratory Technician,3,6,5,3196
33,No,Travel_Frequently,Sales,25,Medical,Female,Sales Executive,3,10,7,4539
36,No,Travel_Rarely,Research & Development,6,Life Sciences,Male,Laboratory Technician,3,7,7,2741
44,No,Travel_Rarely,Research & Development,29,Other,Male,Research Scientist,4,20,11,4541
20,No,Travel_Rarely,Sales,21,Marketing,Male,Sales Representative,3,2,1,2678
46,No,Travel_Rarely,Research & Development,2,Technical Degree,Male,Manufacturing Director,3,6,3,7379
60,No,Travel_Rarely,Sales,7,Marketing,Male,Sales Executive,3,11,7,5220
32,No,Travel_Frequently,Research & Development,13,Other,Female,Laboratory Technician,4,2,2,2743
32,No,Travel_Frequently,Research & Development,2,Life Sciences,Female,Research Scientist,3,8,7,4998
33,No,Travel_Rarely,Research & Development,9,Medical,Male,Research Scientist,3,14,10,2781
40,No,Travel_Rarely,Sales,10,Technical Degree,Female,Sales Executive,3,5,1,6852
30,No,Travel_Rarely,Research & Development,1,Medical,Male,Research Scientist,4,11,9,3579
42,No,Travel_Frequently,Research & Development,26,Medical,Female,Research Director,3,1,0,13191
35,No,Non-Travel,Sales,8,Marketing,Female,Sales Executive,3,13,2,10377
54,No,Travel_Frequently,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,5,4,10502
44,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,Research Scientist,3,10,5,2011
29,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,3,3,2,3760
54,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,Research Director,3,10,9,17779
49,No,Travel_Rarely,Research & Development,4,Medical,Male,Manager,3,1,0,18711
36,No,Travel_Frequently,Research & Development,3,Technical Degree,Male,Research Scientist,3,11,10,3692
48,No,Travel_Rarely,Research & Development,2,Technical Degree,Male,Laboratory Technician,3,1,0,2559
27,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,Research Scientist,3,5,3,2517
29,No,Travel_Rarely,Research & Development,7,Life Sciences,Male,Healthcare Representative,3,6,0,6623
29,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Director,3,7,7,16124
34,No,Travel_Rarely,Research & Development,20,Technical Degree,Female,Research Scientist,3,1,0,2585
44,No,Travel_Rarely,Sales,5,Marketing,Male,Manager,3,22,9,18213
19,No,Travel_Rarely,Research & Development,25,Life Sciences,Female,Research Scientist,3,1,0,2994
23,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,4,1,0,1223
55,No,Non-Travel,Research & Development,8,Medical,Male,Healthcare Representative,3,33,9,13577
46,No,Travel_Rarely,Sales,4,Marketing,Female,Manager,3,11,4,18789
34,No,Travel_Rarely,Sales,2,Marketing,Female,Sales Executive,3,3,2,4538
59,No,Travel_Rarely,Research & Development,18,Medical,Male,Manufacturing Director,3,9,7,10512
34,No,Travel_Frequently,Research & Development,19,Medical,Female,Laboratory Technician,3,11,8,4444
28,No,Travel_Frequently,Research & Development,1,Medical,Male,Laboratory Technician,3,4,2,2154
44,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,Manager,3,25,9,19190
34,No,Travel_Frequently,Human Resources,11,Life Sciences,Male,Human Resources,3,10,9,4490
35,No,Travel_Rarely,Research & Development,6,Life Sciences,Male,Research Scientist,3,3,2,3506
43,No,Travel_Rarely,Sales,4,Marketing,Female,Sales Executive,3,21,7,10231
36,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,Manufacturing Director,3,16,14,5410
28,No,Travel_Frequently,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,2,2,3867
51,No,Travel_Frequently,Research & Development,6,Medical,Female,Laboratory Technician,3,7,0,2838
30,No,Non-Travel,Research & Development,9,Medical,Female,Manufacturing Director,3,8,4,4695
25,No,Travel_Rarely,Research & Development,1,Medical,Female,Research Scientist,3,2,2,2096
32,No,Travel_Rarely,Sales,8,Medical,Male,Sales Executive,3,10,7,6209
45,No,Travel_Frequently,Research & Development,25,Medical,Female,Manager,4,0,0,18061
39,No,Travel_Rarely,Research & Development,13,Medical,Female,Manager,3,19,9,17123
58,No,Travel_Rarely,Research & Development,23,Life Sciences,Male,Research Scientist,3,2,2,2372
30,No,Travel_Rarely,Research & Development,6,Technical Degree,Female,Laboratory Technician,3,9,2,4627
36,No,Travel_Rarely,Research & Development,10,Technical Degree,Female,Healthcare Representative,3,7,7,7094
46,No,Travel_Rarely,Human Resources,1,Life Sciences,Female,Human Resources,3,7,6,3423
28,No,Non-Travel,Research & Development,1,Life Sciences,Female,Laboratory Technician,3,9,8,6674
50,No,Travel_Rarely,Research & Development,28,Life Sciences,Female,Research Director,3,3,2,16880
30,No,Travel_Rarely,Research & Development,17,Medical,Female,Manager,4,9,1,11916
42,No,Non-Travel,Research & Development,2,Life Sciences,Male,Manager,3,20,8,17861
56,No,Travel_Rarely,Human Resources,8,Life Sciences,Male,Manager,3,7,3,19717
40,No,Non-Travel,Research & Development,16,Life Sciences,Male,Research Scientist,3,4,2,3544
34,No,Travel_Rarely,Research & Development,9,Life Sciences,Male,Healthcare Representative,3,9,7,8500
40,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Scientist,3,9,8,4661
41,No,Travel_Frequently,Sales,1,Marketing,Female,Sales Executive,3,9,3,4103
35,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,Research Scientist,3,9,6,4249
51,No,Travel_Rarely,Human Resources,5,Life Sciences,Male,Manager,3,33,9,14026
38,No,Travel_Rarely,Sales,2,Life Sciences,Female,Sales Executive,3,7,7,6893
34,No,Travel_Rarely,Sales,15,Medical,Female,Sales Executive,3,10,8,6125
25,No,Travel_Rarely,Research & Development,19,Medical,Male,Laboratory Technician,3,3,2,3669
40,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Laboratory Technician,4,4,2,2387
36,No,Travel_Frequently,Sales,7,Marketing,Female,Sales Executive,3,15,7,4639
48,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,Manufacturing Director,3,10,9,7898
18,No,Non-Travel,Research & Development,1,Life Sciences,Female,Laboratory Technician,3,0,0,1611
35,No,Travel_Rarely,Research & Development,1,Medical,Female,Laboratory Technician,3,9,7,5363
27,No,Travel_Frequently,Sales,2,Life Sciences,Male,Sales Executive,4,6,2,5071
56,No,Travel_Rarely,Research & Development,23,Life Sciences,Male,Manufacturing Director,3,19,16,13402
